point_id,case_id,coolant,material,grid_heat_load_W,grid_mass_flow_kg_s,grid_radiator_area_m2,grid_low_side_pressure_Pa,feasible,category,reason_codes,failed_gates,active_constraint,heat_load_W,modeled_mass_kg,fluid_delta_T_K,pump_power_W,radiator_temperature_K,radiator_area_m2,junction_margin_K,fluid_inventory_kg,containment_mass_kg,inventory_plus_containment_kg,operating_pressure_Pa,parasitic_power_W,min_subcooling_Pa,pareto_front_membership,dominated_reasons
water-aluminum|Q=1600|mdot=0.05|A=2.5|Plo=2.5e+06,water-aluminum,water,aluminum,1600,0.05,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,20.2072,7.68915,7.67542,317.763,5,42.1769,0.0249175,0.00255293,0.0274704,2.5e+06,7.67542,2.48855e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_area_m2
water-aluminum|Q=1600|mdot=0.08|A=1.5|Plo=1.5e+06,water-aluminum,water,aluminum,1600,0.08,1.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,12.2059,4.82372,26.2722,346.801,3,13.7459,0.0245372,0.00167383,0.026211,1.5e+06,26.2722,1.45964e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-aluminum|Q=1600|mdot=0.08|A=1.5|Plo=2.5e+06,water-aluminum,water,aluminum,1600,0.08,1.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,12.2069,4.82617,26.2524,346.8,3,13.7463,0.0245483,0.00265723,0.0272055,2.5e+06,26.2524,2.45964e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-aluminum|Q=1600|mdot=0.08|A=2.5|Plo=1.5e+06,water-aluminum,water,aluminum,1600,0.08,2.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,20.2063,4.84165,28.1287,318.156,5,42.2366,0.0249031,0.00169104,0.0265942,1.5e+06,28.1287,1.48914e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_area_m2
water-aluminum|Q=1600|mdot=0.08|A=2.5|Plo=2.5e+06,water-aluminum,water,aluminum,1600,0.08,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,20.2073,4.84433,28.1059,318.155,5,42.2372,0.0249141,0.00267442,0.0275885,2.5e+06,28.1059,2.48913e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_area_m2
water-copper|Q=800|mdot=0.03|A=1.5|Plo=1.5e+06,water-copper,water,copper,800,0.03,1.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,12.6228,6.39608,1.95295,309.195,3,73.6392,0.0249892,0.00151529,0.0265045,1.5e+06,1.95295,1.4929e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=800|mdot=0.03|A=1.5|Plo=2.5e+06,water-copper,water,copper,800,0.03,1.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,12.6238,6.39993,1.95128,309.195,3,73.6395,0.0250003,0.00249872,0.027499,2.5e+06,1.95128,2.4929e+06,pump_power_vs_delta_T|radiator_area_vs_temp,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg
water-copper|Q=800|mdot=0.03|A=2.5|Plo=1.5e+06,water-copper,water,copper,800,0.03,2.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,20.6229,6.38724,2.17621,289.733,5,92.7534,0.0251203,0.0015201,0.0266404,1.5e+06,2.17621,1.49769e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=800|mdot=0.03|A=2.5|Plo=2.5e+06,water-copper,water,copper,800,0.03,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,20.6239,6.39222,2.17395,289.733,5,92.7544,0.0251319,0.00250353,0.0276354,2.5e+06,2.17395,2.49769e+06,pump_power_vs_delta_T|radiator_area_vs_temp,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg
water-copper|Q=800|mdot=0.05|A=1.5|Plo=1.5e+06,water-copper,water,copper,800,0.05,1.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,12.6228,3.85574,7.92935,309.403,3,73.8497,0.0249877,0.00157287,0.0265606,1.5e+06,7.92935,1.4933e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=800|mdot=0.05|A=1.5|Plo=2.5e+06,water-copper,water,copper,800,0.05,1.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,12.6238,3.85804,7.9226,309.402,3,73.8501,0.0249988,0.00255629,0.0275551,2.5e+06,7.9226,2.4933e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=800|mdot=0.05|A=2.5|Plo=1.5e+06,water-copper,water,copper,800,0.05,2.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,20.623,3.85242,8.76637,289.9,5,93.1513,0.02512,0.00158376,0.0267037,1.5e+06,8.76637,1.49784e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=800|mdot=0.05|A=2.5|Plo=2.5e+06,water-copper,water,copper,800,0.05,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,20.624,3.8554,8.75736,289.9,5,93.152,0.0251316,0.00256715,0.0276987,2.5e+06,8.75736,2.49784e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=800|mdot=0.08|A=1.5|Plo=1.5e+06,water-copper,water,copper,800,0.08,1.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,12.623,2.44952,28.931,310.129,3,73.3713,0.0249819,0.0016979,0.0266798,1.5e+06,28.931,1.49329e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=800|mdot=0.08|A=1.5|Plo=2.5e+06,water-copper,water,copper,800,0.08,1.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,12.624,2.45094,28.9065,310.129,3,73.3722,0.024993,0.00268127,0.0276742,2.5e+06,28.9065,2.49329e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=800|mdot=0.08|A=2.5|Plo=1.5e+06,water-copper,water,copper,800,0.08,2.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,20.6231,2.45149,31.7649,290.481,5,92.895,0.0251182,0.00172105,0.0268393,1.5e+06,31.7649,1.49786e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=800|mdot=0.08|A=2.5|Plo=2.5e+06,water-copper,water,copper,800,0.08,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,800,20.6241,2.45331,31.7328,290.48,5,92.8961,0.0251298,0.00270437,0.0278342,2.5e+06,31.7328,2.49786e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.03|A=1.5|Plo=1.5e+06,water-copper,water,copper,1200,0.03,1.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,12.6226,9.57804,1.81433,329.25,3,46.2174,0.024775,0.00151212,0.0262871,1.5e+06,1.81433,1.4792e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.03|A=1.5|Plo=2.5e+06,water-copper,water,copper,1200,0.03,1.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,12.6236,9.58313,1.81294,329.25,3,46.2175,0.0247859,0.00249556,0.0272815,2.5e+06,1.81294,2.4792e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.03|A=2.5|Plo=1.5e+06,water-copper,water,copper,1200,0.03,2.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,20.6228,9.58907,1.99504,304.65,5,70.4335,0.0250274,0.00151621,0.0265436,1.5e+06,1.99504,1.49395e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.03|A=2.5|Plo=2.5e+06,water-copper,water,copper,1200,0.03,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,20.6238,9.59512,1.99328,304.65,5,70.434,0.0250385,0.00249965,0.0275382,2.5e+06,1.99328,2.49395e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.05|A=1.5|Plo=1.5e+06,water-copper,water,copper,1200,0.05,1.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,12.6226,5.7637,7.41113,329.411,3,46.5651,0.0247734,0.0015657,0.0263391,1.5e+06,7.41113,1.48082e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.05|A=1.5|Plo=2.5e+06,water-copper,water,copper,1200,0.05,1.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,12.6236,5.76674,7.40541,329.411,3,46.5653,0.0247843,0.00254913,0.0273334,2.5e+06,7.40541,2.48082e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.05|A=2.5|Plo=1.5e+06,water-copper,water,copper,1200,0.05,2.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,20.6229,5.77196,8.0899,304.783,5,70.9653,0.0250268,0.00157501,0.0266018,1.5e+06,8.0899,1.49451e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.05|A=2.5|Plo=2.5e+06,water-copper,water,copper,1200,0.05,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,20.6239,5.77558,8.08276,304.783,5,70.9657,0.0250379,0.00255842,0.0275963,2.5e+06,8.08276,2.49451e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.08|A=1.5|Plo=1.5e+06,water-copper,water,copper,1200,0.08,1.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,12.6227,3.63951,27.2012,329.979,3,46.3044,0.024767,0.00168278,0.0264498,1.5e+06,27.2012,1.48126e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.08|A=1.5|Plo=2.5e+06,water-copper,water,copper,1200,0.08,1.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,12.6237,3.6414,27.1801,329.978,3,46.305,0.024778,0.00266617,0.0274441,2.5e+06,27.1801,2.48126e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.08|A=2.5|Plo=1.5e+06,water-copper,water,copper,1200,0.08,2.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,20.623,3.64804,29.5032,305.249,5,70.8911,0.0250238,0.00170269,0.0267265,1.5e+06,29.5032,1.4947e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1200|mdot=0.08|A=2.5|Plo=2.5e+06,water-copper,water,copper,1200,0.08,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1200,20.624,3.65028,29.4773,305.248,5,70.8919,0.0250349,0.00268604,0.0277209,2.5e+06,29.4773,2.49469e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1600|mdot=0.03|A=1.5|Plo=1.5e+06,water-copper,water,copper,1600,0.03,1.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,12.6223,12.7409,1.73944,346.194,3,21.9171,0.024545,0.00151027,0.0260553,1.5e+06,1.73944,1.45366e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1600|mdot=0.03|A=1.5|Plo=2.5e+06,water-copper,water,copper,1600,0.03,1.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,12.6233,12.7475,1.73816,346.194,3,21.917,0.0245561,0.00249371,0.0270498,2.5e+06,1.73816,2.45365e+06,pump_power_vs_delta_T,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1600|mdot=0.03|A=2.5|Plo=1.5e+06,water-copper,water,copper,1600,0.03,2.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,20.6227,12.7788,1.88613,317.652,5,50.0565,0.0249073,0.00151379,0.0264211,1.5e+06,1.88613,1.48707e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_area_m2
water-copper|Q=1600|mdot=0.03|A=2.5|Plo=2.5e+06,water-copper,water,copper,1600,0.03,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,20.6237,12.786,1.88461,317.652,5,50.0568,0.0249182,0.00249723,0.0274154,2.5e+06,1.88461,2.48707e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_area_m2
water-copper|Q=1600|mdot=0.05|A=1.5|Plo=1.5e+06,water-copper,water,copper,1600,0.05,1.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,12.6224,7.66071,7.13238,346.328,3,22.3806,0.0245435,0.00156149,0.026105,1.5e+06,7.13238,1.45802e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1600|mdot=0.05|A=1.5|Plo=2.5e+06,water-copper,water,copper,1600,0.05,1.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,12.6234,7.66465,7.12706,346.327,3,22.3807,0.0245546,0.00254492,0.0270995,2.5e+06,7.12706,2.45802e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1600|mdot=0.05|A=2.5|Plo=1.5e+06,water-copper,water,copper,1600,0.05,2.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,20.6228,7.68483,7.68164,317.763,5,50.7026,0.0249065,0.00156951,0.026476,1.5e+06,7.68164,1.48855e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_area_m2
water-copper|Q=1600|mdot=0.05|A=2.5|Plo=2.5e+06,water-copper,water,copper,1600,0.05,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,20.6237,7.68915,7.67542,317.763,5,50.7028,0.0249175,0.00255293,0.0274704,2.5e+06,7.67542,2.48855e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_area_m2
water-copper|Q=1600|mdot=0.08|A=1.5|Plo=1.5e+06,water-copper,water,copper,1600,0.08,1.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,12.6225,4.82372,26.2722,346.801,3,22.2718,0.0245372,0.00167383,0.026211,1.5e+06,26.2722,1.45964e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1600|mdot=0.08|A=1.5|Plo=2.5e+06,water-copper,water,copper,1600,0.08,1.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,12.6235,4.82617,26.2524,346.8,3,22.2723,0.0245483,0.00265723,0.0272055,2.5e+06,26.2524,2.45964e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_temperature_K
water-copper|Q=1600|mdot=0.08|A=2.5|Plo=1.5e+06,water-copper,water,copper,1600,0.08,2.5,1.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,20.6229,4.84165,28.1287,318.156,5,50.7626,0.0249031,0.00169104,0.0265942,1.5e+06,28.1287,1.48914e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_area_m2
water-copper|Q=1600|mdot=0.08|A=2.5|Plo=2.5e+06,water-copper,water,copper,1600,0.08,2.5,2.5e+06,True,feasible_ranked,feasible|mass_accounting_incomplete,,junction limit,1600,20.6239,4.84433,28.1059,318.155,5,50.7631,0.0249141,0.00267442,0.0275885,2.5e+06,28.1059,2.48913e+06,,inventory_containment_mass_vs_pressure=dominated_on_inventory_plus_containment_kg|junction_margin_vs_load=dominated_on_junction_margin_K|modeled_mass_vs_load=dominated_on_modeled_mass_kg|modeled_mass_vs_parasitic_power=dominated_on_modeled_mass_kg|pump_power_vs_delta_T=dominated_on_pump_power_W|radiator_area_vs_temp=dominated_on_radiator_area_m2
